Date,State_Num,State,County_Num,County_Name,Event,Property_DMG,Damage Factor,F-Scale
5-Jul-84,1,AL,95,MARSHALL,TORNADO,25,K,1
15-Sep-84,1,AL,39,COVINGTON,TORNADO,25,K,1
15-Oct-84,1,AL,35,CONECUH,TORNADO,250,K,2
10-Nov-84,1,AL,75,LAMAR,TORNADO,2.5,K,0
10-Nov-84,1,AL,107,PICKENS,TORNADO,250,K,2
10-Nov-84,1,AL,125,TUSCALOOSA,TORNADO,250,K,2
10-Nov-84,1,AL,103,MORGAN,TORNADO,25,K,1
10-Nov-84,1,AL,27,CLAY,TORNADO,25,K,1
10-Nov-84,1,AL,111,RANDOLPH,TORNADO,250,K,1
31-Jan-85,1,AL,1,AUTAUGA,TORNADO,0.03,K,0
11-Feb-85,1,AL,3,BALDWIN,TORNADO,25,K,1
28-Jul-86,1,AL,89,MADISON,TORNADO,0.25,K,0
31-Mar-61,1,AL,113,RUSSELL,TORNADO,25,K,3
9-Apr-61,1,AL,31,COFFEE,TORNADO,250,K,1
27-Apr-61,1,AL,109,PIKE,TORNADO,25,K,2
6-Jun-61,1,AL,89,MADISON,TORNADO,2.5,K,1
20-Jun-61,1,AL,69,HOUSTON,TORNADO,25,K,2
10-Sep-61,1,AL,97,MOBILE,TORNADO,2.5,K,1
10-Dec-61,1,AL,53,ESCAMBIA,TORNADO,250,K,3
11-Dec-61,1,AL,15,CALHOUN,TORNADO,250,K,3
11-Dec-61,1,AL,65,HALE,TORNADO,25,K,2
11-Dec-61,1,AL,105,PERRY,TORNADO,250,K,3
11-Dec-61,1,AL,21,CHILTON,TORNADO,2.5,K,1
11-Dec-61,1,AL,37,COOSA,TORNADO,25,K,2
12-Dec-61,1,AL,119,SUMTER,TORNADO,25,K,2
12-Dec-61,1,AL,29,CLEBURNE,TORNADO,2.5,K,1
17-Dec-61,1,AL,105,PERRY,TORNADO,25,K,2
5-Jan-62,1,AL,39,COVINGTON,TORNADO,2.5,K,2
5-Jan-62,1,AL,109,PIKE,TORNADO,25,K,2
5-Jan-62,1,AL,69,HOUSTON,TORNADO,25,K,1
21-Mar-62,1,AL,55,ETOWAH,TORNADO,250,K,3
21-Mar-62,1,AL,121,TALLADEGA,TORNADO,25,K,2
25-Mar-62,1,AL,43,CULLMAN,TORNADO,25,K,1
25-Mar-62,1,AL,95,MARSHALL,TORNADO,25,K,1
30-Mar-62,1,AL,33,COLBERT,TORNADO,25,K,1
31-Mar-62,1,AL,57,FAYETTE,TORNADO,25,K,2
31-Mar-62,1,AL,93,MARION,TORNADO,250,K,1
31-Mar-62,1,AL,3,BALDWIN,TORNADO,250,K,2
18-Apr-88,1,AL,69,HOUSTON,TORNADO,0,K,0
9-May-88,1,AL,71,JACKSON,TORNADO,25,K,2
9-May-88,1,AL,49,DEKALB,TORNADO,25,K,2
18-Apr-73,1,AL,31,COFFEE,TORNADO,2.5,M,2
24-Apr-73,1,AL,117,SHELBY,TORNADO,250,K,1
7-May-73,1,AL,91,MARENGO,TORNADO,25,K,1
8-May-73,1,AL,127,WALKER,TORNADO,250,K,2
8-May-73,1,AL,95,MARSHALL,TORNADO,2.5,M,2
8-May-73,1,AL,49,DEKALB,TORNADO,2.5,M,2
8-May-73,1,AL,99,MONROE,TORNADO,250,K,1
19-May-73,1,AL,89,MADISON,TORNADO,250,K,2
19-May-73,1,AL,71,JACKSON,TORNADO,2.5,M,2
19-May-73,1,AL,49,DEKALB,TORNADO,2.5,K,2
19-May-73,1,AL,49,DEKALB,TORNADO,2.5,M,4
23-May-73,1,AL,73,JEFFERSON,TORNADO,25,K,1
25-May-73,1,AL,109,PIKE,TORNADO,25,K,1
25-May-73,1,AL,45,DALE,TORNADO,25,K,1
23-Nov-80,1,AL,3,BALDWIN,TORNADO,25,K,0
8-Jun-89,1,AL,3,BALDWIN,TORNADO,2.5,M,1
8-Jun-89,1,AL,3,BALDWIN,TORNADO,0,K,0
8-Jun-89,1,AL,97,MOBILE,TORNADO,0,K,0
3-Apr-74,1,AL,57,FAYETTE,TORNADO,25,M,4
3-Apr-74,1,AL,89,MADISON,TORNADO,0,K,5
3-Apr-74,1,AL,127,WALKER,TORNADO,25,M,4
3-Apr-74,1,AL,83,LIMESTONE,TORNADO,0,K,5
3-Apr-74,1,AL,89,MADISON,TORNADO,0,K,5
3-Apr-74,1,AL,43,CULLMAN,TORNADO,25,M,4
3-Apr-74,1,AL,75,LAMAR,TORNADO,0,K,5
3-Apr-74,1,AL,93,MARION,TORNADO,0,K,5
3-Apr-74,1,AL,133,WINSTON,TORNADO,0,K,5
3-Apr-74,1,AL,79,LAWRENCE,TORNADO,0,K,5
3-Apr-74,1,AL,103,MORGAN,TORNADO,0,K,5
3-Apr-74,1,AL,103,MORGAN,TORNADO,2.5,M,3
3-Apr-74,1,AL,83,LIMESTONE,TORNADO,2.5,M,3
3-Apr-74,1,AL,89,MADISON,TORNADO,2.5,M,3
3-Apr-74,1,AL,71,JACKSON,TORNADO,2.5,M,3
4-Apr-74,1,AL,45,DALE,TORNADO,25,K,0
4-Apr-74,1,AL,69,HOUSTON,TORNADO,25,K,1
8-Apr-74,1,AL,67,HENRY,TORNADO,25,K,2
22-Apr-74,1,AL,105,PERRY,TORNADO,250,K,2
2-May-74,1,AL,95,MARSHALL,TORNADO,25,K,2
8-Jul-74,1,AL,33,COLBERT,TORNADO,2.5,K,0
20-Jul-74,1,AL,99,MONROE,TORNADO,0.25,K,0
30-Aug-74,1,AL,61,GENEVA,TORNADO,0.25,K,0
2-Sep-74,1,AL,97,MOBILE,TORNADO,0,K,0
7-Sep-74,1,AL,3,BALDWIN,TORNADO,0,K,0
15-Oct-74,1,AL,9,BLOUNT,TORNADO,2.5,K,1
15-Oct-74,1,AL,95,MARSHALL,TORNADO,2.5,K,1
4-Nov-74,1,AL,73,JEFFERSON,TORNADO,25,K,1
5-Nov-74,1,AL,53,ESCAMBIA,TORNADO,2.5,K,2
11-Nov-74,1,AL,39,COVINGTON,TORNADO,2.5,K,1
6-May-67,1,AL,73,JEFFERSON,TORNADO,2.5,M,3
7-May-67,1,AL,121,TALLADEGA,TORNADO,25,K,2
21-Jun-67,1,AL,59,FRANKLIN,TORNADO,250,K,
29-Jun-67,1,AL,59,FRANKLIN,TORNADO,25,K,2
19-Jul-67,1,AL,97,MOBILE,TORNADO,0.25,K,1
24-Oct-67,1,AL,77,LAUDERDALE,TORNADO,250,K,3
24-Oct-67,1,AL,33,COLBERT,TORNADO,250,K,3
24-Oct-67,1,AL,79,LAWRENCE,TORNADO,250,K,3
30-Oct-67,1,AL,3,BALDWIN,TORNADO,25,K,2
30-Oct-67,1,AL,97,MOBILE,TORNADO,2.5,K,2
22-Nov-67,1,AL,15,CALHOUN,TORNADO,250,K,2
24-Nov-67,1,AL,89,MADISON,TORNADO,250,K,2
2-Dec-67,1,AL,99,MONROE,TORNADO,250,K,2
10-Dec-67,1,AL,3,BALDWIN,TORNADO,250,K,2
10-Feb-81,1,AL,3,BALDWIN,TORNADO,2.5,M,2
10-Feb-81,1,AL,69,HOUSTON,TORNADO,2.5,M,1
4-Mar-81,1,AL,109,PIKE,TORNADO,0.25,K,1
18-Mar-81,1,AL,101,MONTGOMERY,TORNADO,0.25,K,1
18-Mar-81,1,AL,11,BULLOCK,TORNADO,250,K,1
18-Mar-81,1,AL,27,CLAY,TORNADO,25,K,1
22-Mar-81,1,AL,3,BALDWIN,TORNADO,0,K,1
30-Mar-81,1,AL,47,DALLAS,TORNADO,25,K,1
30-Mar-81,1,AL,47,DALLAS,TORNADO,2.5,K,1
30-Mar-81,1,AL,27,CLAY,TORNADO,25,K,1
1-Apr-81,1,AL,113,RUSSELL,TORNADO,25,M,3
18-May-81,1,AL,95,MARSHALL,TORNADO,25,K,1
25-Jan-71,1,AL,9,BLOUNT,TORNADO,25,K,0
25-Jan-71,1,AL,29,CLEBURNE,TORNADO,25,K,1
4-Feb-71,1,AL,93,MARION,TORNADO,25,K,3
4-Feb-71,1,AL,59,FRANKLIN,TORNADO,25,K,3
12-Feb-71,1,AL,97,MOBILE,TORNADO,25,K,1
26-Feb-71,1,AL,63,GREENE,TORNADO,250,K,3
26-Feb-71,1,AL,73,JEFFERSON,TORNADO,25,K,1
26-Feb-71,1,AL,111,RANDOLPH,TORNADO,25,K,0
26-Feb-71,1,AL,17,CHAMBERS,TORNADO,25,K,1
1-Mar-71,1,AL,69,HOUSTON,TORNADO,25,K,2
2-Mar-71,1,AL,109,PIKE,TORNADO,25,K,3
2-Mar-71,1,AL,25,CLARKE,TORNADO,250,K,3
3-Mar-71,1,AL,109,PIKE,TORNADO,25,K,3
6-Mar-71,1,AL,73,JEFFERSON,TORNADO,25,K,2
23-Apr-71,1,AL,109,PIKE,TORNADO,0.25,K,1
23-Apr-71,1,AL,99,MONROE,TORNADO,25,K,4
1-Feb-83,1,AL,97,MOBILE,TORNADO,25,K,0
22-Feb-83,1,AL,127,WALKER,TORNADO,250,K,2
22-Feb-83,1,AL,133,WINSTON,TORNADO,250,K,2
22-Feb-83,1,AL,43,CULLMAN,TORNADO,250,K,2
22-Feb-83,1,AL,43,CULLMAN,TORNADO,25,K,1
22-Feb-83,1,AL,95,MARSHALL,TORNADO,2.5,M,2
20-Mar-83,1,AL,13,BUTLER,TORNADO,0.03,K,1
26-Mar-83,1,AL,97,MOBILE,TORNADO,250,K,1
14-Apr-83,1,AL,3,BALDWIN,TORNADO,2.5,K,1
23-Apr-83,1,AL,51,ELMORE,TORNADO,0.25,K,1
3-May-83,1,AL,43,CULLMAN,TORNADO,25,K,1
31-Jul-76,1,AL,95,MARSHALL,TORNADO,250,K,1
15-Aug-76,1,AL,73,JEFFERSON,TORNADO,2.5,K,2
23-Feb-77,1,AL,63,GREENE,TORNADO,2.5,K,2
29-Mar-77,1,AL,1,AUTAUGA,TORNADO,250,K,2
29-Mar-77,1,AL,51,ELMORE,TORNADO,250,K,2
30-Mar-77,1,AL,49,DEKALB,TORNADO,250,K,3
30-Mar-77,1,AL,49,DEKALB,TORNADO,25,K,2
4-Apr-77,1,AL,43,CULLMAN,TORNADO,25,K,2
4-Apr-77,1,AL,71,JACKSON,TORNADO,250,K,2
4-Apr-77,1,AL,115,ST. CLAIR,TORNADO,250,K,2
4-Apr-77,1,AL,115,ST. CLAIR,TORNADO,250,K,2
4-Apr-77,1,AL,55,ETOWAH,TORNADO,250,K,2
4-Apr-77,1,AL,115,ST. CLAIR,TORNADO,250,K,3
4-Apr-77,1,AL,73,JEFFERSON,TORNADO,25,M,5
26-May-77,1,AL,61,GENEVA,TORNADO,2.5,K,1
1-Aug-85,1,AL,43,CULLMAN,TORNADO,0.03,K,0
16-Aug-85,1,AL,127,WALKER,TORNADO,2.5,M,2
16-Aug-85,1,AL,127,WALKER,TORNADO,2.5,M,2
16-Aug-85,1,AL,79,LAWRENCE,TORNADO,2.5,K,1
16-Aug-85,1,AL,33,COLBERT,TORNADO,250,K,2
16-Aug-85,1,AL,103,MORGAN,TORNADO,2.5,M,3
16-Aug-85,1,AL,73,JEFFERSON,TORNADO,250,K,2
16-Aug-85,1,AL,73,JEFFERSON,TORNADO,25,K,1
16-Aug-85,1,AL,127,WALKER,TORNADO,25,K,1
16-Aug-85,1,AL,83,LIMESTONE,TORNADO,2.5,M,3
16-Aug-85,1,AL,127,WALKER,TORNADO,25,K,1
16-Aug-85,1,AL,43,CULLMAN,TORNADO,25,K,1
16-Aug-85,1,AL,73,JEFFERSON,TORNADO,25,K,1
16-Aug-85,1,AL,43,CULLMAN,TORNADO,2.5,K,0
16-Aug-85,1,AL,43,CULLMAN,TORNADO,2.5,M,3
16-Aug-85,1,AL,77,LAUDERDALE,TORNADO,0.03,K,1
16-Aug-85,1,AL,43,CULLMAN,TORNADO,2.5,K,1
16-Aug-85,1,AL,71,JACKSON,TORNADO,0.25,K,0
16-Aug-85,1,AL,73,JEFFERSON,TORNADO,25,K,1
16-Aug-85,1,AL,103,MORGAN,TORNADO,2.5,M,3
16-Aug-85,1,AL,27,CLAY,TORNADO,2.5,K,0
16-Aug-85,1,AL,89,MADISON,TORNADO,250,K,2
16-Aug-85,1,AL,43,CULLMAN,TORNADO,250,K,2
16-Aug-85,1,AL,89,MADISON,TORNADO,25,K,1
16-Aug-85,1,AL,55,ETOWAH,TORNADO,0.03,K,0
23-Sep-85,1,AL,3,BALDWIN,TORNADO,25,K,0
23-Sep-85,1,AL,129,WASHINGTON,TORNADO,0.25,K,1
23-Sep-85,1,AL,35,CONECUH,TORNADO,250,K,2
23-Sep-85,1,AL,35,CONECUH,TORNADO,250,K,2
9-Apr-79,1,AL,47,DALLAS,TORNADO,25,K,0
11-Apr-79,1,AL,77,LAUDERDALE,TORNADO,0,K,1
4-May-79,1,AL,73,JEFFERSON,TORNADO,0,K,0
4-May-79,1,AL,97,MOBILE,TORNADO,2.5,K,0
4-May-79,1,AL,51,ELMORE,TORNADO,0,K,0
30-May-79,1,AL,57,FAYETTE,TORNADO,25,K,1
30-May-79,1,AL,73,JEFFERSON,TORNADO,250,K,1
30-Jun-79,1,AL,3,BALDWIN,TORNADO,2.5,K,1
5-Jul-79,1,AL,69,HOUSTON,TORNADO,250,K,0
11-Jul-79,1,AL,39,COVINGTON,TORNADO,0.25,K,2
11-Jul-79,1,AL,101,MONTGOMERY,TORNADO,0,K,0
17-Jul-79,1,AL,97,MOBILE,TORNADO,2.5,K,0
13-Sep-79,1,AL,65,HALE,TORNADO,25,K,1
20-Sep-79,1,AL,105,PERRY,TORNADO,250,K,2
9-Nov-79,1,AL,73,JEFFERSON,TORNADO,25,K,1
25-Nov-79,1,AL,25,CLARKE,TORNADO,250,K,2
25-Nov-79,1,AL,35,CONECUH,TORNADO,2.5,K,0
25-Nov-79,1,AL,35,CONECUH,TORNADO,25,K,1
25-Nov-86,1,AL,31,COFFEE,TORNADO,2.5,M,3
25-Nov-86,1,AL,45,DALE,TORNADO,2.5,M,3
25-Nov-86,1,AL,5,BARBOUR,TORNADO,2.5,M,3
26-Nov-86,1,AL,101,MONTGOMERY,TORNADO,250,K,1
26-Nov-86,1,AL,87,MACON,TORNADO,250,K,1
26-Nov-86,1,AL,109,PIKE,TORNADO,250,K,2
26-Nov-86,1,AL,31,COFFEE,TORNADO,250,K,1
26-Nov-86,1,AL,45,DALE,TORNADO,250,K,1
21-May-87,1,AL,133,WINSTON,TORNADO,25,K,2
5-Mar-84,1,AL,31,COFFEE,TORNADO,250,K,2
5-Mar-84,1,AL,45,DALE,TORNADO,25,M,2
20-Mar-84,1,AL,69,HOUSTON,TORNADO,25,K,1
24-Mar-84,1,AL,129,WASHINGTON,TORNADO,250,K,2
24-Mar-84,1,AL,71,JACKSON,TORNADO,2.5,M,3
28-Mar-84,1,AL,57,FAYETTE,TORNADO,2.5,K,1
28-Mar-84,1,AL,73,JEFFERSON,TORNADO,25,K,1
19-Apr-84,1,AL,7,BIBB,TORNADO,0.25,K,0
19-Apr-84,1,AL,123,TALLAPOOSA,TORNADO,25,K,1
16-Oct-55,1,AL,45,DALE,TORNADO,2.5,K,
16-Oct-55,1,AL,31,COFFEE,TORNADO,2.5,K,
16-Oct-55,1,AL,31,COFFEE,TORNADO,25,K,1
16-Oct-55,1,AL,31,COFFEE,TORNADO,2.5,M,2
16-Oct-55,1,AL,45,DALE,TORNADO,2.5,M,2
16-Mar-56,1,AL,61,GENEVA,TORNADO,25,K,1
15-Apr-56,1,AL,73,JEFFERSON,TORNADO,2.5,M,4
3-May-56,1,AL,39,COVINGTON,TORNADO,25,K,3
8-Jul-56,1,AL,25,CLARKE,TORNADO,2.5,K,2
23-Dec-56,1,AL,99,MONROE,TORNADO,0.25,K,2
23-Dec-56,1,AL,101,MONTGOMERY,TORNADO,0.25,K,2
23-Dec-56,1,AL,51,ELMORE,TORNADO,0.25,K,2
1-Feb-57,1,AL,69,HOUSTON,TORNADO,0.25,K,1
31-Mar-57,1,AL,97,MOBILE,TORNADO,25,K,1
31-Mar-57,1,AL,97,MOBILE,TORNADO,0.03,K,1
7-Apr-57,1,AL,59,FRANKLIN,TORNADO,25,K,2
8-Apr-57,1,AL,93,MARION,TORNADO,250,K,3
8-Apr-57,1,AL,103,MORGAN,TORNADO,0.25,K,3
8-Apr-57,1,AL,95,MARSHALL,TORNADO,0.25,K,3
8-Apr-57,1,AL,43,CULLMAN,TORNADO,250,K,3
10-May-57,1,AL,67,HENRY,TORNADO,2.5,K,1
28-Jun-57,1,AL,25,CLARKE,TORNADO,2.5,K,1
28-Jun-57,1,AL,131,WILCOX,TORNADO,25,K,2
28-Jun-57,1,AL,101,MONTGOMERY,TORNADO,0,K,0
28-Jun-57,1,AL,85,LOWNDES,TORNADO,25,K,2
28-Jun-57,1,AL,35,CONECUH,TORNADO,250,K,2
28-Jun-57,1,AL,99,MONROE,TORNADO,250,K,2
28-Jun-57,1,AL,85,LOWNDES,TORNADO,250,K,1
28-Jun-57,1,AL,101,MONTGOMERY,TORNADO,250,K,1
28-Jun-57,1,AL,13,BUTLER,TORNADO,250,K,2
28-Jun-57,1,AL,35,CONECUH,TORNADO,25,K,2
28-Jun-57,1,AL,101,MONTGOMERY,TORNADO,2.5,K,0
27-May-73,1,AL,95,MARSHALL,TORNADO,250,K,2
5-Apr-85,1,AL,43,CULLMAN,TORNADO,250,K,3
5-Apr-85,1,AL,95,MARSHALL,TORNADO,2.5,M,3
5-Apr-85,1,AL,55,ETOWAH,TORNADO,2.5,M,3
5-Apr-85,1,AL,9,BLOUNT,TORNADO,250,K,1
5-Apr-85,1,AL,115,ST. CLAIR,TORNADO,25,K,1
5-Apr-85,1,AL,121,TALLADEGA,TORNADO,25,K,1
5-Apr-85,1,AL,121,TALLADEGA,TORNADO,250,K,2
5-Apr-85,1,AL,15,CALHOUN,TORNADO,250,K,2
19-Jan-63,1,AL,25,CLARKE,TORNADO,2.5,K,2
20-Jan-63,1,AL,31,COFFEE,TORNADO,250,K,1
5-Mar-63,1,AL,73,JEFFERSON,TORNADO,250,K,4
5-Mar-63,1,AL,19,CHEROKEE,TORNADO,25,K,1
11-Mar-63,1,AL,127,WALKER,TORNADO,25,K,1
11-Mar-63,1,AL,107,PICKENS,TORNADO,25,K,2
11-Mar-63,1,AL,43,CULLMAN,TORNADO,2.5,M,4
11-Mar-63,1,AL,59,FRANKLIN,TORNADO,25,K,2
11-Mar-63,1,AL,83,LIMESTONE,TORNADO,2.5,M,2
11-Mar-63,1,AL,89,MADISON,TORNADO,2.5,M,2
11-Mar-63,1,AL,93,MARION,TORNADO,250,K,2
11-Mar-63,1,AL,133,WINSTON,TORNADO,0.25,K,2
12-Mar-63,1,AL,123,TALLAPOOSA,TORNADO,25,K,1
17-Mar-63,1,AL,7,BIBB,TORNADO,0,K,3
20-Apr-63,1,AL,117,SHELBY,TORNADO,0.25,K,1
29-Apr-63,1,AL,117,SHELBY,TORNADO,25,K,2
29-Apr-63,1,AL,121,TALLADEGA,TORNADO,25,K,2
29-Apr-63,1,AL,1,AUTAUGA,TORNADO,250,K,2
29-Apr-63,1,AL,85,LOWNDES,TORNADO,250,K,2
29-Apr-63,1,AL,93,MARION,TORNADO,250,K,2
30-Apr-63,1,AL,113,RUSSELL,TORNADO,25,K,2
27-May-63,1,AL,73,JEFFERSON,TORNADO,25,K,2
4-Apr-89,1,AL,97,MOBILE,TORNADO,25,K,0
19-May-89,1,AL,3,BALDWIN,TORNADO,0,K,0
27-May-73,1,AL,71,JACKSON,TORNADO,250,K,2
27-May-73,1,AL,73,JEFFERSON,TORNADO,250,K,2
27-May-73,1,AL,115,ST. CLAIR,TORNADO,250,K,2
27-May-73,1,AL,65,HALE,TORNADO,25,M,4
27-May-73,1,AL,73,JEFFERSON,TORNADO,25,M,3
27-May-73,1,AL,115,ST. CLAIR,TORNADO,25,M,3
27-May-73,1,AL,105,PERRY,TORNADO,25,M,4
27-May-73,1,AL,7,BIBB,TORNADO,25,M,4
27-May-73,1,AL,117,SHELBY,TORNADO,25,M,4
27-May-73,1,AL,121,TALLADEGA,TORNADO,25,M,4
27-May-73,1,AL,27,CLAY,TORNADO,25,M,4
17-Jun-73,1,AL,13,BUTLER,TORNADO,0,K,1
3-Jul-73,1,AL,97,MOBILE,TORNADO,2.5,K,0
10-Jul-73,1,AL,97,MOBILE,TORNADO,25,K,0
20-Nov-73,1,AL,41,CRENSHAW,TORNADO,25,K,2
21-Nov-73,1,AL,17,CHAMBERS,TORNADO,25,K,1
26-Nov-73,1,AL,133,WINSTON,TORNADO,25,K,2
26-Nov-73,1,AL,75,LAMAR,TORNADO,0,K,1
26-Nov-73,1,AL,93,MARION,TORNADO,250,K,2
27-Nov-73,1,AL,43,CULLMAN,TORNADO,250,K,2
27-Nov-73,1,AL,89,MADISON,TORNADO,2.5,M,3
27-Nov-73,1,AL,103,MORGAN,TORNADO,250,K,2
16-Sep-88,1,AL,45,DALE,TORNADO,0,K,1
16-Sep-88,1,AL,123,TALLAPOOSA,TORNADO,0,K,0
16-Sep-88,1,AL,123,TALLAPOOSA,TORNADO,0,K,0
4-Nov-88,1,AL,59,FRANKLIN,TORNADO,0,K,3
19-Dec-74,1,AL,109,PIKE,TORNADO,2.5,K,3
19-Dec-74,1,AL,109,PIKE,TORNADO,250,K,3
10-Jan-75,1,AL,125,TUSCALOOSA,TORNADO,25,K,1
10-Jan-75,1,AL,97,MOBILE,TORNADO,25,K,1
10-Jan-75,1,AL,91,MARENGO,TORNADO,2.5,K,1
10-Jan-75,1,AL,73,JEFFERSON,TORNADO,250,K,2
10-Jan-75,1,AL,73,JEFFERSON,TORNADO,250,K,1
10-Jan-75,1,AL,117,SHELBY,TORNADO,250,K,1
10-Jan-75,1,AL,115,ST. CLAIR,TORNADO,2.5,M,3
10-Jan-75,1,AL,3,BALDWIN,TORNADO,2.5,K,1
10-Jan-75,1,AL,1,AUTAUGA,TORNADO,25,K,1
10-Jan-75,1,AL,101,MONTGOMERY,TORNADO,2.5,M,2
10-Jan-75,1,AL,87,MACON,TORNADO,250,K,2
10-Jan-75,1,AL,29,CLEBURNE,TORNADO,250,K,1
10-Jan-75,1,AL,81,LEE,TORNADO,2.5,M,2
16-Feb-75,1,AL,3,BALDWIN,TORNADO,25,K,1
16-Feb-75,1,AL,3,BALDWIN,TORNADO,250,K,2
23-Feb-75,1,AL,127,WALKER,TORNADO,250,K,2
23-Feb-75,1,AL,43,CULLMAN,TORNADO,250,K,2
23-Feb-75,1,AL,125,TUSCALOOSA,TORNADO,25,M,4
23-Feb-75,1,AL,15,CALHOUN,TORNADO,0.03,K,0
7-Mar-75,1,AL,113,RUSSELL,TORNADO,0,K,0
13-Mar-75,1,AL,125,TUSCALOOSA,TORNADO,0.25,K,0
13-Mar-75,1,AL,21,CHILTON,TORNADO,25,K,1
13-Mar-75,1,AL,3,BALDWIN,TORNADO,25,K,1
13-Mar-75,1,AL,39,COVINGTON,TORNADO,25,K,1
18-Mar-75,1,AL,125,TUSCALOOSA,TORNADO,25,K,1
18-Dec-67,1,AL,103,MORGAN,TORNADO,2.5,M,2
18-Dec-67,1,AL,89,MADISON,TORNADO,2.5,M,2
18-Dec-67,1,AL,119,SUMTER,TORNADO,25,K,3
19-Dec-67,1,AL,73,JEFFERSON,TORNADO,25,K,2
21-Dec-67,1,AL,89,MADISON,TORNADO,250,K,1
23-Jan-68,1,AL,45,DALE,TORNADO,250,K,1
4-Apr-68,1,AL,33,COLBERT,TORNADO,250,K,1
4-Apr-68,1,AL,95,MARSHALL,TORNADO,250,K,2
14-May-68,1,AL,33,COLBERT,TORNADO,0.25,K,1
27-May-68,1,AL,53,ESCAMBIA,TORNADO,2.5,K,
29-May-68,1,AL,79,LAWRENCE,TORNADO,250,K,2
5-Jul-81,1,AL,57,FAYETTE,TORNADO,2.5,K,0
18-Aug-81,1,AL,3,BALDWIN,TORNADO,0.03,K,0
3-Jan-82,1,AL,21,CHILTON,TORNADO,250,K,2
3-Jan-82,1,AL,37,COOSA,TORNADO,250,K,2
3-Jan-82,1,AL,1,AUTAUGA,TORNADO,250,K,2
3-Jan-82,1,AL,1,AUTAUGA,TORNADO,2.5,K,1
3-Jan-82,1,AL,21,CHILTON,TORNADO,25,K,1
3-Jan-82,1,AL,21,CHILTON,TORNADO,250,K,2
3-Jan-82,1,AL,43,CULLMAN,TORNADO,250,K,2
3-Jan-82,1,AL,95,MARSHALL,TORNADO,25,K,2
3-Jan-82,1,AL,99,MONROE,TORNADO,25,K,1
7-Jan-82,1,AL,69,HOUSTON,TORNADO,25,K,1
15-Mar-82,1,AL,15,CALHOUN,TORNADO,25,K,1
15-Jun-71,1,AL,55,ETOWAH,TORNADO,2.5,K,1
16-Sep-71,1,AL,129,WASHINGTON,TORNADO,25,K,2
16-Sep-71,1,AL,129,WASHINGTON,TORNADO,25,K,1
16-Sep-71,1,AL,3,BALDWIN,TORNADO,250,K,1
16-Sep-71,1,AL,3,BALDWIN,TORNADO,250,K,2
17-Sep-71,1,AL,31,COFFEE,TORNADO,25,K,3
20-Dec-71,1,AL,99,MONROE,TORNADO,250,K,3
4-Jan-72,1,AL,91,MARENGO,TORNADO,250,K,2
10-Jan-72,1,AL,17,CHAMBERS,TORNADO,25,K,2
13-Jan-72,1,AL,31,COFFEE,TORNADO,250,K,2
13-Jan-72,1,AL,45,DALE,TORNADO,250,K,2
13-Jan-72,1,AL,67,HENRY,TORNADO,250,K,3
13-Jan-72,1,AL,5,BARBOUR,TORNADO,250,K,3
15-May-83,1,AL,43,CULLMAN,TORNADO,2.5,K,1
16-May-83,1,AL,87,MACON,TORNADO,2.5,K,1
16-May-83,1,AL,31,COFFEE,TORNADO,250,K,3
19-May-83,1,AL,43,CULLMAN,TORNADO,25,K,2
19-May-83,1,AL,103,MORGAN,TORNADO,25,K,2
19-May-83,1,AL,25,CLARKE,TORNADO,25,K,2
19-May-83,1,AL,95,MARSHALL,TORNADO,25,K,1
19-May-83,1,AL,49,DEKALB,TORNADO,2.5,M,3
16-Jun-83,1,AL,55,ETOWAH,TORNADO,250,K,1
20-Jul-83,1,AL,3,BALDWIN,TORNADO,2.5,K,1
16-Jun-77,1,AL,97,MOBILE,TORNADO,2.5,K,2
22-Jun-77,1,AL,55,ETOWAH,TORNADO,250,K,2
8-Jul-77,1,AL,73,JEFFERSON,TORNADO,250,K,2
17-Jul-77,1,AL,89,MADISON,TORNADO,250,K,2
6-Sep-77,1,AL,131,WILCOX,TORNADO,2.5,K,1
6-Sep-77,1,AL,125,TUSCALOOSA,TORNADO,25,K,2
6-Sep-77,1,AL,125,TUSCALOOSA,TORNADO,25,K,1
25-Oct-77,1,AL,3,BALDWIN,TORNADO,25,K,1
30-Nov-77,1,AL,97,MOBILE,TORNADO,250,K,1
28-Oct-85,1,AL,39,COVINGTON,TORNADO,25,K,1
28-Oct-85,1,AL,53,ESCAMBIA,TORNADO,25,K,1
29-Oct-85,1,AL,3,BALDWIN,TORNADO,25,K,1
29-Nov-85,1,AL,5,BARBOUR,TORNADO,25,K,1
28-Jun-57,1,AL,35,CONECUH,TORNADO,2.5,K,1
28-Jun-57,1,AL,35,CONECUH,TORNADO,250,K,2
25-Nov-79,1,AL,47,DALLAS,TORNADO,0,K,0
25-Nov-79,1,AL,13,BUTLER,TORNADO,25,K,2
25-Nov-79,1,AL,85,LOWNDES,TORNADO,25,K,2
25-Nov-79,1,AL,101,MONTGOMERY,TORNADO,2.5,M,3
25-Nov-79,1,AL,51,ELMORE,TORNADO,2.5,M,3
25-Nov-79,1,AL,51,ELMORE,TORNADO,250,K,2
25-Nov-79,1,AL,123,TALLAPOOSA,TORNADO,250,K,2
8-Mar-80,1,AL,7,BIBB,TORNADO,2.5,K,1
8-Mar-80,1,AL,69,HOUSTON,TORNADO,250,K,2
